Frequency,Prominence,Section
65,78.9147196885315,2
65,111.822267701689,2
65,196.760091993928,2
65,100.767867515043,2
65,103.770295645661,2
65,119.083006518321,2
65,89.2845263540339,2
65,85.3352212518332,2
65,59.5104446835724,2
65,133.281769451196,2
65,124.990707519977,2
65,48.5395164842815,2
65,54.9068987277418,2
65,71.0917679635402,2
65,226.958924717386,2
65,104.308146920147,2
65,115.978550773681,2
65,57.1339255614486,2
65,55.9062203744179,2
65,61.3954622581972,2
66,50.3084552835786,2
65,141.906113415498,2
65,51.0248769694077,2
65,46.9009751874924,2
66,48.2080353933283,2
65,112.735769312472,2
66,134.134232769119,2
66,41.4049305963602,2
66,190.126240691159,2
66,94.1627849183893,2
66,119.988231582094,2
66,94.8179222057952,2
66,90.2988337174757,2
66,104.331056163332,2
66,90.7384020076944,2
66,143.918550082708,2
66,70.0695571536691,2
66,189.485787915521,2
66,96.5328119174875,2
66,82.4683606995569,2
66,92.6010084269383,2
66,97.7695809513723,2
66,82.5376567362204,2
66,91.1707463471764,2
66,140.977041665334,2
66,106.563026443871,2
66,91.2798152976937,2
66,89.0002210186969,2
66,91.2959741482221,2
66,215.112282832808,2
66,95.2900645659806,2
66,103.839874782068,2
66,133.213898450851,2
66,86.0119762915515,2
66,80.0378553002994,2
66,121.765927473835,2
66,137.360658258371,2
66,120.808129197244,2
66,103.716342079068,2
66,78.3156575270845,2
66,162.814792305728,2
66,298.818346212351,2
66,67.4791456387311,2
66,199.111745083926,2
66,57.9699275388997,2
66,102.423823879613,2
66,97.0395153735036,2
66,93.7332546266111,2
66,131.466136809399,2
66,81.4759092370985,2
66,180.397003876323,2
66,126.296374225191,2
66,90.2372710318438,2
66,100.458829503181,2
66,85.1669442956581,2
66,186.54001157559,2
66,83.5751865823829,2
66,118.390390121895,2
66,107.680618651643,2
66,82.34990698411,2
66,65.1472351629768,2
66,105.845533113452,2
66,143.310577811796,2
66,126.060283774949,2
66,87.4485816944948,2
66,88.496467842203,2
66,77.2627876848499,2
66,93.3523742287698,2
66,96.4107152559553,2
66,156.060202867307,2
66,57.2198750747935,2
66,98.2204152746315,2
66,86.2339669214442,2
66,153.101509564415,2
66,115.359793794397,2
66,143.648277628066,2
66,222.809007320492,2
66,117.070998385188,2
66,122.713881006578,2
66,69.26112896723,2
66,98.4759806573717,2
66,191.83541547698,2
66,123.723309541564,2
66,122.382893373398,2
66,91.6057278471093,2
66,110.439371392392,2
66,103.031913279913,2
66,106.626815279015,2
66,203.646779556984,2
66,106.919267242784,2
66,214.4762564431,2
66,114.470614662874,2
67,112.69087633686,2
66,112.607060583001,2
66,122.223198149228,2
67,87.5550969753533,2
66,99.3763932733002,2
66,261.394972286547,2
66,109.785339583315,2
67,57.9519533636469,2
66,101.325581008666,2
66,75.9817176470615,2
67,71.9137274085293,2
67,107.11719477584,2
67,211.323710176042,2
67,112.139289751457,2
67,122.765619955231,2
67,100.718107160738,2
67,120.798077689576,2
67,140.49137690308,2
66,110.793082202339,2
67,101.34442155677,2
66,113.298655002067,2
67,109.297245966344,2
67,196.171783515034,2
66,121.975044950782,2
67,129.63977495479,2
66,109.535691759853,2
67,98.477274409392,2
66,124.423100323655,2
66,110.926322378002,2
66,124.1313050885,2
66,126.920991570999,2
66,106.973164219609,2
66,103.928415729467,2
66,113.352828647895,2
66,115.543123009877,2
66,86.3130040197195,2
66,214.076163776005,2
66,117.333297727267,2
66,129.154282382424,2
66,76.5534449780356,2
66,158.363434416156,2
66,118.271184139009,2
66,67.1277266716165,2
66,133.571244245717,2
66,79.6522193760623,2
66,103.395258492858,2
66,89.2460478435165,2
66,131.067916580951,2
66,144.869185364697,2
66,101.445112018966,2
66,109.198785510962,2
66,74.2114114927603,2
66,202.31519880903,2
66,74.481291683744,2
66,64.2928578182681,2
66,189.639324133493,2
